Millis,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z 
2397210,1.00,0.05,-0.02,0.00,-0.16,-10.31,-0.78
2397242,1.00,0.05,-0.02,0.00,0.36,-10.19,-0.86
2397274,1.00,0.05,-0.03,0.00,0.53,-9.91,-0.81
2397307,1.00,0.05,-0.02,0.00,0.16,-9.78,-0.80
2397339,1.00,0.04,-0.01,0.00,-0.02,-9.81,-0.78
2397371,1.00,0.04,-0.01,0.00,-0.29,-9.97,-0.80
2397404,1.00,0.04,-0.01,0.00,0.14,-10.05,-0.93
2397437,1.00,0.04,-0.01,0.00,0.47,-10.01,-1.04
2397470,1.00,0.04,-0.01,0.00,0.47,-10.03,-1.06
2397502,1.00,0.05,-0.01,0.00,0.45,-9.95,-1.06
2397534,1.00,0.05,-0.01,-0.00,0.33,-9.97,-1.04
2397566,1.00,0.05,-0.02,-0.00,0.33,-9.99,-1.01
2397599,1.00,0.05,-0.02,0.00,0.30,-9.97,-0.96
2397632,1.00,0.05,-0.02,0.00,0.35,-9.97,-0.91
2397665,1.00,0.05,-0.02,0.00,0.35,-10.05,-0.92
2397697,1.00,0.04,-0.01,0.00,0.28,-9.98,-0.89
2397730,1.00,0.04,-0.02,0.00,0.32,-9.92,-0.87
2397762,1.00,0.04,-0.01,0.00,0.25,-9.95,-0.88
2397795,1.00,0.05,-0.02,0.00,0.30,-9.98,-0.90
2397827,1.00,0.04,-0.01,0.00,0.28,-9.97,-0.88
2397859,1.00,0.04,-0.01,0.00,0.27,-10.00,-0.88
2397892,1.00,0.05,-0.01,0.00,0.23,-9.95,-0.91
2397925,1.00,0.05,-0.01,0.00,0.18,-9.96,-0.92
2397957,1.00,0.05,-0.01,0.00,0.26,-9.98,-0.98
2397989,1.00,0.05,-0.01,0.00,0.31,-9.98,-0.99
2398021,1.00,0.05,-0.02,0.00,0.33,-9.97,-1.03
2398053,1.00,0.05,-0.02,0.00,0.33,-9.98,-1.00
2398086,1.00,0.05,-0.02,0.00,0.31,-10.00,-0.96
2398119,1.00,0.05,-0.02,-0.00,0.34,-9.96,-0.95
2398152,1.00,0.05,-0.02,-0.00,0.22,-9.96,-0.90
2398185,1.00,0.05,-0.01,-0.00,0.21,-9.95,-0.88
2398218,1.00,0.04,-0.01,-0.00,0.22,-9.98,-0.88
2398250,1.00,0.04,-0.01,0.00,0.22,-9.95,-0.86
2398283,1.00,0.05,-0.01,0.00,0.21,-10.00,-0.87
2398315,1.00,0.04,-0.01,0.00,0.29,-10.02,-0.89
2398348,1.00,0.04,-0.02,0.00,0.32,-9.99,-0.88
2398380,1.00,0.05,-0.01,0.00,0.31,-9.95,-0.89
2398412,1.00,0.05,-0.01,0.00,0.28,-9.94,-0.92
2398444,1.00,0.04,-0.01,0.00,0.24,-10.05,-0.89
2398476,1.00,0.04,-0.01,0.00,0.28,-10.00,-0.89
2398508,1.00,0.05,-0.02,0.00,0.34,-9.98,-0.93
2398540,1.00,0.04,-0.02,0.00,0.34,-10.01,-0.89
2398572,1.00,0.05,-0.02,0.00,0.34,-9.98,-0.89
2398604,1.00,0.04,-0.02,0.00,0.36,-9.95,-0.87
2398637,1.00,0.04,-0.01,0.00,0.33,-9.96,-0.86
2398669,1.00,0.05,-0.02,0.00,0.31,-9.96,-0.89
2398701,1.00,0.04,-0.01,0.00,0.32,-9.97,-0.91
2398734,1.00,0.05,-0.02,0.00,0.41,-10.04,-0.95
2398767,1.00,0.05,-0.01,0.00,0.23,-10.00,-0.97
2398799,1.00,0.05,-0.01,0.00,0.24,-10.29,-1.00
2398831,1.00,0.05,-0.02,0.00,0.31,-9.89,-0.95
2398864,1.00,0.05,-0.02,0.00,0.20,-9.71,-0.95
2398897,1.00,0.05,-0.01,0.00,0.16,-9.83,-0.98
2398930,1.00,0.05,-0.01,0.00,0.20,-9.86,-1.02
2398963,1.00,0.05,-0.01,0.00,0.31,-9.93,-0.96
2398996,1.00,0.05,-0.01,0.00,0.17,-9.97,-1.00
2399029,1.00,0.05,-0.01,0.00,0.19,-9.92,-0.96
2399062,1.00,0.05,-0.01,-0.00,0.19,-9.92,-1.00
2399095,1.00,0.05,-0.01,-0.00,0.23,-9.91,-0.98
2399128,1.00,0.05,-0.01,-0.00,0.15,-9.91,-0.99
2399161,1.00,0.05,-0.01,-0.00,0.21,-9.96,-0.94
2399194,1.00,0.05,-0.01,-0.00,0.26,-9.99,-0.92
2399227,1.00,0.05,-0.02,-0.00,0.37,-10.11,-0.95
2399260,1.00,0.05,-0.02,0.00,0.34,-10.00,-0.93
2399293,1.00,0.05,-0.01,0.00,0.29,-9.96,-0.93
2399326,1.00,0.05,-0.01,0.00,0.22,-9.97,-0.91
2399359,1.00,0.05,-0.01,0.00,0.28,-9.99,-0.91
2399392,1.00,0.05,-0.02,0.00,0.31,-9.97,-0.93
2399425,1.00,0.05,-0.01,0.00,0.31,-9.97,-0.93
2399458,1.00,0.05,-0.01,0.00,0.30,-10.01,-0.92
2399491,1.00,0.05,-0.01,0.00,0.22,-9.92,-0.93
2399524,1.00,0.05,-0.01,-0.00,0.15,-9.96,-0.92
2399557,1.00,0.05,-0.00,0.00,0.13,-10.00,-0.92
2399589,1.00,0.05,-0.01,0.00,0.18,-9.96,-0.94
2399621,1.00,0.05,-0.01,0.00,0.23,-9.98,-0.90
2399654,1.00,0.05,-0.01,0.00,0.28,-9.97,-0.95
2399687,1.00,0.05,-0.02,0.00,0.28,-9.98,-0.95
2399720,1.00,0.05,-0.01,-0.00,0.25,-9.97,-0.97
2399753,1.00,0.05,-0.01,-0.00,0.23,-9.98,-0.95
2399785,1.00,0.05,-0.01,-0.00,0.18,-9.96,-0.94
2399818,1.00,0.05,-0.01,0.00,0.19,-9.96,-0.94
2399850,1.00,0.05,-0.01,0.00,0.21,-9.98,-0.94
2399882,1.00,0.05,-0.01,0.00,0.24,-9.99,-0.92
2399915,1.00,0.05,-0.01,0.00,0.26,-9.97,-0.93
2399948,1.00,0.05,-0.01,0.00,0.25,-9.97,-0.94
2399981,1.00,0.04,-0.01,0.00,0.22,-9.97,-0.95
2400014,1.00,0.05,-0.01,0.00,0.19,-9.97,-0.92
2400047,1.00,0.04,-0.01,0.00,0.20,-9.95,-0.91
2400080,1.00,0.05,-0.01,0.00,0.24,-9.97,-1.03
2400112,1.00,0.05,-0.01,0.00,0.26,-9.93,-1.04
2400145,1.00,0.05,-0.01,0.00,0.24,-10.05,-1.06
2400178,1.00,0.05,-0.01,0.00,0.30,-9.99,-1.10
2400211,1.00,0.05,-0.02,0.00,0.30,-9.92,-1.03
2400243,1.00,0.05,-0.01,0.00,0.28,-9.96,-1.08
2400276,1.00,0.05,-0.01,0.00,0.24,-9.98,-1.04
2400309,1.00,0.05,-0.01,0.00,0.33,-9.97,-1.00
2400342,1.00,0.05,-0.01,0.00,0.28,-9.96,-0.98
2400374,1.00,0.05,-0.01,0.00,0.23,-9.97,-0.99
2400406,1.00,0.05,-0.01,0.00,0.22,-9.96,-0.99
2400439,1.00,0.05,-0.01,0.00,0.26,-9.97,-1.01
2400472,1.00,0.05,-0.02,0.00,0.28,-9.98,-1.01
2400505,1.00,0.05,-0.01,0.00,0.30,-9.95,-1.02
2400538,1.00,0.05,-0.01,0.00,0.27,-9.94,-1.00
2400571,1.00,0.05,-0.01,0.00,0.27,-9.97,-1.00
2400604,1.00,0.05,-0.02,0.00,0.30,-9.95,-1.04
2400636,1.00,0.05,-0.01,0.00,0.26,-9.97,-1.02
2400668,1.00,0.05,-0.01,0.00,0.24,-9.96,-1.03
2400700,1.00,0.05,-0.01,0.00,0.22,-9.91,-0.97
2400733,1.00,0.05,-0.01,0.00,0.27,-9.96,-1.08
2400766,1.00,0.05,-0.01,0.00,0.25,-9.97,-1.03
2400799,1.00,0.06,-0.02,0.00,0.31,-9.94,-1.07
2400832,1.00,0.05,-0.01,0.00,0.30,-9.94,-1.08
2400865,1.00,0.05,-0.02,0.00,0.34,-9.94,-1.07
2400897,1.00,0.05,-0.01,0.00,0.30,-9.99,-1.10
2400929,1.00,0.05,-0.01,-0.00,0.24,-9.96,-1.02
2400962,1.00,0.05,-0.01,0.00,0.24,-9.91,-1.01
2400995,1.00,0.05,-0.01,0.00,0.28,-9.97,-1.02
2401027,1.00,0.05,-0.02,0.00,0.31,-9.96,-1.03
2401060,1.00,0.05,-0.01,0.00,0.32,-10.03,-1.04
2401093,1.00,0.05,-0.02,0.00,0.31,-9.96,-1.02
2401126,1.00,0.05,-0.02,0.00,0.31,-9.90,-1.05
2401158,1.00,0.05,-0.01,0.00,0.27,-9.97,-1.06
2401190,1.00,0.05,-0.02,0.00,0.30,-9.97,-1.06
2401223,1.00,0.05,-0.01,0.00,0.28,-9.96,-0.98
2401256,1.00,0.05,-0.01,0.00,0.28,-9.98,-1.04
2401289,1.00,0.05,-0.01,0.00,0.25,-9.96,-1.05
2401322,1.00,0.05,-0.01,0.00,0.27,-9.95,-1.05
2401355,1.00,0.05,-0.01,0.00,0.25,-9.96,-1.09
2401388,1.00,0.05,-0.01,0.00,0.26,-9.95,-1.06
2401421,1.00,0.05,-0.01,0.00,0.25,-9.94,-1.08
2401454,1.00,0.05,-0.01,0.00,0.25,-9.96,-1.04
2401487,1.00,0.05,-0.01,0.00,0.31,-9.98,-1.08
2401520,1.00,0.06,-0.02,0.00,0.33,-9.96,-1.10
2401553,1.00,0.05,-0.02,0.00,0.33,-9.97,-1.03
2401586,1.00,0.05,-0.02,0.00,0.34,-9.96,-1.00
2401619,1.00,0.05,-0.02,0.00,0.29,-9.93,-1.09
2401652,1.00,0.05,-0.01,0.00,0.29,-9.96,-1.07
2401685,1.00,0.05,-0.02,0.00,0.31,-9.93,-1.00
2401717,1.00,0.05,-0.02,0.00,0.33,-9.91,-1.07
2401750,1.00,0.05,-0.02,0.00,0.34,-9.98,-1.06
2401783,1.00,0.05,-0.02,0.00,0.33,-9.97,-1.08
2401816,1.00,0.05,-0.02,0.00,0.32,-9.96,-1.06
2401849,1.00,0.05,-0.02,0.00,0.32,-9.98,-1.06
2401881,1.00,0.05,-0.02,0.00,0.33,-9.96,-1.03
2401914,1.00,0.05,-0.01,0.00,0.29,-9.94,-1.05
2401946,1.00,0.05,-0.01,0.00,0.29,-10.01,-1.04
2401978,1.00,0.05,-0.01,0.00,0.30,-9.97,-1.07
2402010,1.00,0.05,-0.02,0.00,0.34,-9.93,-1.06
2402042,1.00,0.06,-0.02,0.00,0.35,-9.97,-1.08
2402074,1.00,0.05,-0.02,0.00,0.33,-9.96,-1.08
2402107,1.00,0.05,-0.02,0.00,0.34,-9.97,-1.05
2402140,1.00,0.05,-0.02,0.00,0.33,-9.96,-1.05
2402173,1.00,0.05,-0.02,0.00,0.34,-10.00,-1.05
2402205,1.00,0.05,-0.02,0.00,0.35,-9.94,-1.05
2402238,1.00,0.05,-0.01,0.00,0.31,-9.95,-1.07
2402270,1.00,0.05,-0.01,0.00,0.28,-9.95,-1.03
2402302,1.00,0.05,-0.01,0.00,0.29,-9.94,-1.07
2402334,1.00,0.05,-0.02,0.00,0.34,-9.98,-1.07
2402366,1.00,0.05,-0.02,0.00,0.41,-10.00,-1.08
2402398,1.00,0.05,-0.02,0.00,0.43,-9.98,-1.05
2402431,1.00,0.05,-0.02,0.00,0.37,-9.93,-1.01
2402464,1.00,0.05,-0.02,-0.00,0.26,-9.94,-0.99
2402497,1.00,0.05,-0.01,-0.00,0.16,-9.90,-0.96
2402529,1.00,0.05,-0.01,-0.00,0.15,-9.89,-0.93
2402561,1.00,0.05,-0.01,-0.00,0.33,-10.12,-1.06
2402593,1.00,0.05,-0.02,-0.00,0.58,-10.23,-1.11
2402625,1.00,0.05,-0.02,-0.00,0.61,-9.98,-1.03
2402657,1.00,0.05,-0.03,-0.00,0.41,-9.87,-0.97
2402689,1.00,0.05,-0.02,-0.00,0.13,-9.83,-0.89
2402721,1.00,0.05,-0.02,-0.00,-0.04,-9.87,-0.86
2402753,1.00,0.05,-0.01,-0.00,-0.16,-9.85,-0.81
2402785,1.00,0.05,-0.01,-0.00,-0.10,-10.18,-0.92
2402817,1.00,0.05,-0.01,-0.00,0.36,-10.13,-0.96
2402849,1.00,0.05,-0.02,-0.00,0.48,-10.00,-0.94
2402881,1.00,0.05,-0.02,0.00,0.32,-9.87,-0.89
2402913,1.00,0.05,-0.02,0.00,0.06,-9.73,-0.88
2402945,1.00,0.05,-0.01,-0.00,-0.07,-9.88,-0.88
2402977,1.00,0.05,-0.01,-0.00,-0.10,-10.02,-0.94
2403009,1.00,0.05,-0.01,-0.00,0.12,-10.16,-1.00
2403041,1.00,0.05,-0.01,-0.00,0.33,-10.05,-0.99
2403073,1.00,0.05,-0.01,0.00,0.31,-9.99,-0.98
2403105,1.00,0.05,-0.01,0.00,0.21,-9.91,-0.90
2403137,1.00,0.04,-0.01,0.00,0.10,-9.89,-0.84
2403169,1.00,0.04,-0.01,0.00,0.09,-9.97,-0.88
2403202,1.00,0.04,-0.01,0.00,0.20,-9.97,-0.89
2403234,1.00,0.05,-0.01,-0.00,0.18,-9.97,-0.90
2403266,1.00,0.04,-0.01,0.00,0.12,-9.95,-0.88
2403299,1.00,0.05,-0.00,0.00,0.05,-10.01,-0.92
2403332,1.00,0.05,-0.00,0.00,0.04,-10.03,-0.91
2403365,1.00,0.05,-0.01,0.00,0.20,-9.95,-0.91
2403398,1.00,0.05,-0.01,0.00,0.18,-9.92,-0.88
2403431,1.00,0.05,-0.00,0.00,0.08,-9.99,-0.89
2403464,1.00,0.05,0.00,0.00,0.03,-9.85,-0.90
2403496,1.00,0.04,0.01,0.00,-0.01,-10.06,-0.89
2403528,1.00,0.04,0.00,0.00,0.31,-10.30,-0.91
2403561,1.00,0.05,-0.00,0.00,0.57,-10.21,-0.87
2403594,1.00,0.05,-0.01,0.00,0.63,-10.08,-0.79
2403627,1.00,0.04,-0.02,0.01,0.39,-9.87,-0.75
2403660,1.00,0.04,-0.02,0.01,0.07,-9.72,-0.72
2403693,1.00,0.04,-0.01,0.01,-0.25,-9.91,-0.76
2403726,1.00,0.04,-0.01,0.01,-0.67,-10.38,-0.98
2403759,1.00,0.05,-0.00,0.01,-0.42,-10.39,-1.15
2403792,1.00,0.05,-0.01,0.02,0.19,-9.97,-1.08
2403825,1.00,0.05,-0.01,0.03,0.32,-9.97,-0.84
2403858,1.00,0.05,-0.02,0.03,0.34,-9.98,-0.63
2403891,1.00,0.05,-0.01,0.04,0.32,-9.88,-0.44
2403924,1.00,0.05,-0.01,0.04,-0.04,-9.99,-0.28
2403957,1.00,0.05,-0.01,0.03,0.09,-10.25,-0.31
2403990,1.00,0.05,-0.01,0.03,0.10,-10.11,-0.31
2404023,1.00,0.05,-0.02,0.03,-0.11,-9.93,-0.27
2404056,1.00,0.05,-0.01,0.03,-0.38,-9.71,-0.13
2404089,1.00,0.05,-0.01,0.03,-0.49,-9.76,-0.09
2404122,1.00,0.05,-0.01,0.03,-0.38,-10.08,-0.11
2404155,1.00,0.04,-0.01,0.03,0.02,-10.44,-0.24
2404188,1.00,0.04,-0.02,0.03,0.18,-10.00,-0.28
2404221,1.00,0.04,-0.02,0.03,-0.22,-9.78,-0.20
2404254,1.00,0.04,-0.02,0.03,-0.57,-9.71,-0.14
2404286,1.00,0.03,-0.01,0.03,-0.92,-9.90,-0.12
2404318,1.00,0.03,-0.01,0.02,-0.68,-10.31,-0.26
2404351,1.00,0.03,-0.01,0.02,-0.08,-10.35,-0.34
2404384,1.00,0.03,-0.01,0.02,-0.08,-10.01,-0.30
2404417,1.00,0.03,-0.01,0.02,-0.23,-9.69,-0.26
2404450,1.00,0.03,-0.01,0.02,-0.45,-9.71,-0.23
2404483,1.00,0.02,0.00,0.02,-0.79,-10.21,-0.25
2404515,1.00,0.02,0.00,0.02,-0.45,-10.16,-0.29
2404547,1.00,0.02,0.00,0.01,-0.41,-10.17,-0.22
2404579,1.00,0.02,0.01,0.01,-0.45,-10.03,-0.18
2404612,1.00,0.02,0.01,0.01,-0.53,-9.90,-0.14
2404645,1.00,0.02,0.01,0.01,-0.60,-9.92,-0.11
2404678,1.00,0.02,0.01,0.01,-0.58,-9.90,-0.09
2404711,1.00,0.01,0.02,0.01,-0.35,-10.05,-0.14
2404744,1.00,0.01,0.02,0.00,-0.35,-10.11,-0.23
2404777,1.00,0.01,0.02,0.00,-0.41,-9.98,-0.24
2404809,1.00,0.01,0.02,-0.00,-0.50,-9.99,-0.27
2404841,1.00,0.01,0.03,-0.00,-0.69,-10.02,-0.26
2404874,1.00,0.01,0.03,-0.00,-0.52,-10.03,-0.32
2404907,1.00,0.01,0.02,-0.01,-0.33,-10.01,-0.34
2404939,1.00,0.01,0.02,-0.01,-0.34,-10.00,-0.38
2404972,1.00,0.02,0.02,-0.01,-0.45,-9.91,-0.40
2405005,1.00,0.02,0.03,-0.01,-0.58,-9.94,-0.44
2405037,1.00,0.02,0.03,-0.01,-0.53,-10.08,-0.53
2405069,1.00,0.02,0.02,-0.01,-0.29,-10.17,-0.60
2405102,1.00,0.02,0.02,-0.01,-0.23,-10.07,-0.66
2405135,1.00,0.02,0.02,-0.01,-0.32,-9.97,-0.64
2405168,1.00,0.02,0.02,-0.01,-0.39,-9.90,-0.57
2405201,1.00,0.03,0.02,-0.01,-0.46,-9.97,-0.59
2405234,1.00,0.03,0.02,-0.01,-0.41,-10.03,-0.56
2405267,1.00,0.03,0.02,-0.01,-0.32,-10.04,-0.59
2405300,1.00,0.03,0.02,-0.01,-0.22,-10.00,-0.58
2405333,1.00,0.03,0.02,-0.01,-0.17,-9.98,-0.54
2405365,1.00,0.03,0.02,-0.00,-0.13,-10.05,-0.59
2405398,1.00,0.03,0.02,-0.00,-0.05,-10.15,-0.64
2405431,1.00,0.03,0.01,-0.00,-0.03,-10.01,-0.67
2405464,1.00,0.03,0.01,-0.00,0.03,-10.06,-0.68
2405497,1.00,0.03,0.01,-0.00,-0.23,-10.14,-0.71
2405530,1.00,0.03,0.01,-0.00,-0.34,-9.95,-0.73
2405563,1.00,0.03,0.01,-0.00,-0.20,-9.95,-0.72
2405595,1.00,0.04,0.01,-0.00,-0.22,-9.89,-0.75
2405627,1.00,0.04,0.01,-0.00,-0.16,-9.93,-0.74
2405659,1.00,0.04,0.01,-0.00,-0.16,-9.98,-0.76
2405691,1.00,0.04,0.01,-0.00,-0.20,-10.06,-0.75
2405723,1.00,0.04,0.01,-0.00,-0.17,-9.93,-0.74
2405756,1.00,0.04,0.01,-0.00,-0.24,-9.81,-0.69
2405788,1.00,0.03,0.02,-0.00,-0.28,-9.88,-0.65
2405821,1.00,0.03,0.01,-0.00,-0.07,-9.97,-0.63
2405853,1.00,0.03,0.01,-0.00,0.05,-10.06,-0.66
2405885,1.00,0.03,0.01,-0.00,0.16,-10.00,-0.69
2405917,1.00,0.03,0.01,-0.00,0.14,-9.95,-0.68
2405950,1.00,0.03,0.01,-0.01,0.11,-10.08,-0.73
2405983,1.00,0.03,0.01,-0.01,0.07,-10.02,-0.73
2406016,1.00,0.03,0.00,-0.01,0.07,-9.90,-0.72
2406049,1.00,0.03,0.00,-0.01,0.04,-9.89,-0.71
2406082,1.00,0.03,0.01,-0.01,0.08,-9.80,-0.78
2406115,1.00,0.03,0.01,-0.01,0.16,-9.72,-0.89
2406148,1.00,0.03,0.01,-0.01,0.23,-9.93,-0.97
2406181,1.00,0.03,0.01,-0.02,0.56,-9.58,-1.18
2406214,1.00,0.03,0.01,-0.02,0.89,-10.15,-1.25
2406247,1.00,0.03,0.02,-0.02,0.86,-10.76,-0.90
2406280,1.00,0.03,0.02,-0.03,0.66,-10.67,-0.63
2406313,1.00,0.04,0.02,-0.03,1.24,-9.33,-0.51
2406346,1.00,0.04,0.02,-0.03,1.51,-9.13,-0.47
2406379,1.00,0.04,0.03,-0.04,1.41,-9.36,-0.50
2406412,1.00,0.04,0.04,-0.04,1.29,-10.03,-0.69
2406445,1.00,0.03,0.04,-0.04,1.39,-10.25,-0.94
2406478,1.00,0.03,0.04,-0.05,1.35,-10.21,-1.06
2406511,1.00,0.02,0.04,-0.05,1.40,-10.10,-1.04
2406544,1.00,0.02,0.04,-0.05,1.44,-10.10,-0.95
2406577,1.00,0.02,0.05,-0.05,1.54,-9.75,-0.85
2406609,1.00,0.02,0.05,-0.04,1.78,-9.56,-0.71
2406641,1.00,0.03,0.05,-0.04,2.13,-9.41,-0.61
2406679,1.00,0.02,0.06,-0.04,2.78,-9.01,-0.60
2406921,1.00,0.02,0.06,-0.04,3.30,-9.26,-1.58
2407166,1.00,0.02,0.05,-0.04,2.74,-9.56,-2.05
2407391,1.00,0.02,0.05,-0.04,2.88,-9.35,-1.57
2407618,1.00,0.02,0.05,-0.04,3.48,-8.81,-1.50
2407862,1.00,0.03,0.04,-0.04,3.33,-9.41,-1.50
2408216,1.00,0.03,0.04,-0.04,3.69,-9.15,-1.73
2408461,1.00,0.03,0.03,-0.04,3.58,-10.14,-1.07
2408517,1.00,0.03,0.03,-0.04,3.37,-8.15,-2.02
2408549,1.00,0.03,0.02,-0.04,3.60,-8.95,-1.09
2408582,1.00,0.03,0.02,-0.04,3.53,-9.31,-1.49
2408615,1.00,0.03,0.02,-0.04,3.23,-9.51,-1.63
2408648,1.00,0.02,0.01,-0.04,3.35,-9.49,-1.43
2408681,1.00,0.02,0.01,-0.04,3.44,-9.27,-1.60
2408714,1.00,0.02,0.01,-0.04,3.19,-9.61,-1.56
2408746,1.00,0.02,0.00,-0.04,3.22,-9.12,-1.71
2408780,1.00,0.02,-0.00,-0.04,3.07,-9.37,-1.80
2408811,1.00,0.03,-0.01,-0.04,3.53,-9.29,-1.67
2408844,1.00,0.03,-0.01,-0.04,3.18,-9.46,-1.61
2408877,1.00,0.03,-0.02,-0.04,3.48,-9.30,-1.56
2408910,1.00,0.03,-0.02,-0.04,3.41,-9.14,-1.59
2408943,1.00,0.03,-0.03,-0.03,2.94,-9.41,-1.67
2408976,1.00,0.03,-0.03,-0.03,3.10,-9.14,-1.66
2409009,1.00,0.03,-0.04,-0.03,4.80,-8.47,-1.48
2409043,1.00,0.03,-0.04,-0.02,2.67,-9.49,-1.66
2409074,1.00,0.03,-0.05,-0.02,2.84,-9.75,-1.79
2409107,1.00,0.04,-0.06,-0.01,3.08,-9.47,-1.68
2409140,1.00,0.04,-0.06,-0.01,2.94,-9.44,-1.68
2409173,1.00,0.04,-0.07,-0.01,2.68,-9.71,-1.71
2409206,1.00,0.05,-0.08,-0.01,2.52,-9.97,-1.74
2409239,0.99,0.05,-0.09,-0.01,2.69,-9.08,-1.52
2409272,0.99,0.06,-0.10,-0.00,2.16,-9.46,-1.44
2409306,0.99,0.06,-0.11,-0.00,1.94,-9.77,-1.44
2409337,0.99,0.06,-0.12,-0.00,1.99,-9.44,-1.41
2409370,0.99,0.06,-0.12,-0.00,1.77,-9.91,-1.44
2409403,0.99,0.07,-0.12,0.00,2.03,-9.38,-1.43
2409436,0.99,0.07,-0.12,-0.00,1.81,-9.80,-1.44
2409468,0.99,0.07,-0.12,-0.00,1.49,-10.01,-1.55
2409501,0.99,0.07,-0.12,-0.00,1.30,-9.55,-1.56
2409534,0.99,0.07,-0.12,-0.00,1.27,-9.83,-1.60
2409568,0.99,0.07,-0.12,-0.00,1.30,-9.90,-1.62
2409599,0.99,0.07,-0.11,-0.00,1.44,-9.76,-1.56
2409631,0.99,0.07,-0.11,-0.00,1.43,-9.83,-1.56
2409664,0.99,0.07,-0.11,-0.00,1.35,-9.91,-1.59
2409697,0.99,0.07,-0.10,-0.00,1.25,-9.95,-1.63
2409730,0.99,0.07,-0.10,-0.00,1.00,-9.96,-1.66
2409763,0.99,0.07,-0.09,0.00,1.63,-9.78,-1.63
2409796,0.99,0.07,-0.09,0.00,1.67,-9.76,-1.53
2409830,0.99,0.07,-0.09,0.00,1.49,-9.69,-1.56
2409861,0.99,0.07,-0.09,0.00,1.26,-9.54,-1.58
2409894,0.99,0.07,-0.10,0.01,1.34,-9.99,-1.65
2409927,0.99,0.08,-0.10,0.01,1.48,-9.90,-1.67
2409960,0.99,0.08,-0.11,0.01,1.27,-9.92,-1.72
2409993,0.99,0.08,-0.11,0.01,0.91,-9.94,-1.71
2410026,0.99,0.08,-0.12,0.01,0.75,-9.76,-1.66
2410059,0.99,0.08,-0.12,0.01,0.52,-9.89,-1.63
2410093,0.99,0.08,-0.13,0.01,0.37,-9.76,-1.57
2410125,0.99,0.08,-0.13,0.01,0.03,-9.86,-1.62
2410158,0.99,0.09,-0.14,0.01,-0.10,-9.83,-1.62
2410191,0.99,0.09,-0.14,0.01,-0.34,-9.95,-1.62
2410224,0.99,0.09,-0.15,0.01,-0.51,-9.92,-1.52
2410257,0.98,0.09,-0.15,0.02,-0.67,-9.50,-1.47
2410290,0.98,0.09,-0.15,0.02,-0.78,-9.64,-1.51
2410323,0.98,0.09,-0.15,0.03,-0.85,-9.96,-1.52
2410357,0.98,0.08,-0.15,0.03,-0.81,-9.86,-1.51
2410389,0.98,0.08,-0.15,0.03,-0.69,-9.89,-1.52
2410422,0.98,0.08,-0.15,0.04,-0.55,-9.63,-1.55
2410455,0.98,0.08,-0.15,0.04,-0.83,-9.87,-1.64
2410488,0.98,0.08,-0.16,0.04,-1.11,-10.19,-1.65
2410521,0.98,0.08,-0.16,0.05,-1.31,-9.88,-1.45
2410554,0.98,0.08,-0.16,0.05,-1.55,-9.78,-1.26
2410587,0.98,0.09,-0.16,0.05,-1.77,-9.95,-1.05
2410621,0.98,0.09,-0.16,0.06,-1.79,-9.75,-0.85
2410652,0.98,0.09,-0.16,0.06,-1.57,-9.37,-0.71
2410685,0.98,0.09,-0.16,0.06,-1.52,-9.60,-0.58
2410718,0.98,0.09,-0.15,0.07,-1.42,-9.93,-0.49
2410751,0.98,0.09,-0.15,0.07,-1.23,-9.80,-0.46
2410783,0.98,0.09,-0.14,0.07,-1.11,-9.39,-0.51
2410816,0.98,0.09,-0.14,0.07,-1.08,-9.49,-0.63
2410849,0.99,0.08,-0.13,0.07,-1.11,-9.81,-0.82
2410883,0.99,0.08,-0.13,0.07,-1.09,-10.05,-0.97
2410914,0.99,0.08,-0.13,0.06,-1.13,-10.03,-1.08
2410947,0.99,0.07,-0.13,0.06,-1.25,-9.94,-1.17
2410980,0.99,0.07,-0.12,0.06,-1.38,-9.91,-1.28
2411013,0.99,0.07,-0.12,0.06,-1.36,-9.69,-1.33
2411046,0.99,0.07,-0.12,0.05,-1.33,-9.67,-1.40
2411079,0.99,0.07,-0.12,0.05,-1.34,-9.87,-1.45
2411112,0.99,0.07,-0.11,0.05,-1.36,-9.73,-1.46
2411146,0.99,0.07,-0.11,0.04,-1.44,-9.91,-1.46
2411177,0.99,0.07,-0.11,0.04,-1.40,-9.74,-1.51
2411210,0.99,0.07,-0.11,0.03,-1.39,-9.69,-1.54
2411243,0.99,0.07,-0.10,0.03,-1.46,-9.92,-1.53
2411276,0.99,0.07,-0.10,0.03,-1.44,-9.74,-1.50
2411309,0.99,0.07,-0.10,0.02,-1.48,-9.83,-1.52
2411342,0.99,0.07,-0.09,0.02,-1.43,-9.73,-1.47
2411375,0.99,0.07,-0.09,0.02,-1.45,-9.91,-1.48
2411408,0.99,0.07,-0.09,0.02,-1.38,-9.85,-1.47
2411440,0.99,0.07,-0.09,0.01,-1.40,-9.77,-1.40
2411473,0.99,0.08,-0.08,0.01,-1.30,-9.65,-1.35
2411506,0.99,0.08,-0.08,0.01,-1.22,-9.72,-1.33
2411539,0.99,0.08,-0.07,0.01,-1.04,-9.62,-1.34
2411572,0.99,0.07,-0.07,0.01,-1.01,-9.80,-1.44
2411605,1.00,0.07,-0.06,0.01,-0.98,-9.94,-1.46
